#{"t_start": 1736976260.7426088, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
1230.0,8059,22767.960911
475.0,2993,22770.583798
545.0,3197,22773.47908
895.0,5280,22778.237736
615.0,2263,22780.307738
1275.0,7209,22786.698551
515.0,3104,22789.450965
525.0,3449,22793.918648
730.0,3221,22796.84419
500.0,2673,22799.253733
545.0,4015,22802.784663
640.0,4049,22806.441637
1150.0,8197,22832.786786
485.0,3531,22836.019624
740.0,3709,22839.649866
540.0,3663,22842.914967
1110.0,7681,22849.718757
1170.0,7767,22858.596753
600.0,3393,22861.515443
775.0,3877,22865.037754
600.0,4147,22868.879856
1605.0,7728,22875.901994
330.0,2433,22878.115401
575.0,3493,22881.159892
470.0,3687,22885.952607
495.0,3329,22888.861993
775.0,3230,22891.738711
805.0,4379,22895.55793
800.0,5739,22900.673718
600.0,4081,22904.41907
575.0,3457,22907.475768
860.0,5129,22912.127649
320.0,2751,22914.59584
555.0,4077,22919.746649
545.0,4271,22923.652618
600.0,3475,22940.61692
560.0,3583,22944.208665
580.0,3650,22948.954231
1155.0,8049,22956.096204
1185.0,7263,22962.603734
610.0,3753,22966.033335
570.0,3657,22969.303011
485.0,3537,22972.743659
490.0,3861,22976.263005
545.0,2974,22980.374565
540.0,3166,22983.20203
305.0,2722,22985.79093
1080.0,6469,22991.569616
570.0,3551,22994.865015
300.0,2241,22996.892866
575.0,3760,23000.320118
600.0,3853,23003.782532
490.0,3537,23007.2248
1230.0,6939,23015.004508
1305.0,6631,23020.946764
330.0,2348,23023.153114
1355.0,6539,23028.994653
945.0,6955,23053.608299
945.0,3851,23057.138323
865.0,6011,23062.8922
770.0,3898,23066.514003
520.0,4026,23070.069874
525.0,3586,23074.73399
365.0,2263,23076.849439
515.0,3437,23080.019679
1235.0,6380,23085.79171
1160.0,6255,23091.411814
1085.0,7505,23098.54717
900.0,6049,23105.574538
1125.0,7859,23112.691502
1030.0,6319,23118.405114
700.0,3521,23121.656721
780.0,3769,23125.025111
605.0,3159,23127.972506
745.0,3500,23131.262986
965.0,6383,23138.540579
810.0,4133,23142.283512
490.0,3211,23145.222419
605.0,3845,23148.687063
440.0,2585,23164.167582
1100.0,7125,23172.306907
575.0,2953,23175.058655
970.0,6161,23180.514053
315.0,2597,23183.04535
570.0,3977,23186.651665
495.0,3661,23189.920055
545.0,3073,23192.65423
520.0,3673,23196.142081
425.0,2945,23200.350821
570.0,2953,23203.090201
570.0,3992,23206.811094
600.0,3571,23210.014708
540.0,3901,23213.920548
775.0,3896,23217.516865
1205.0,7568,23224.241662
655.0,3969,23227.865782
600.0,4851,23233.636549
575.0,3365,23236.692651
800.0,4593,23240.731645
1005.0,6321,23246.417279
915.0,3797,23249.86395
545.0,3732,23253.21246
605.0,3817,23256.672245
565.0,3069,23272.214625
600.0,3579,23275.32303
1095.0,6799,23281.48541
545.0,3287,23284.58062
810.0,5223,23289.671895
735.0,4251,23295.06836
680.0,5095,23299.707433
855.0,5565,23304.801634
605.0,3305,23307.762744
1115.0,7395,23314.562448
600.0,3937,23318.099625
850.0,5947,23323.426297
295.0,2735,23327.41213
1120.0,6129,23333.222106
1330.0,7601,23340.03041
745.0,3109,23342.833201
745.0,4094,23346.602478
575.0,3002,23349.244465
545.0,3194,23352.029992
600.0,3971,23357.080497
610.0,3845,23360.493667
600.0,2929,23363.137816
1175.0,6824,23386.75633
1355.0,6163,23394.019218
545.0,3435,23397.132192
805.0,4443,23401.067667
1095.0,6473,23407.000765
1345.0,7933,23413.889395
1005.0,6101,23420.812366
520.0,3740,23424.172891
265.0,1911,23425.904518
955.0,5278,23430.717827
600.0,3807,23434.016853
1175.0,7202,23440.442658
490.0,3217,23443.473541
1230.0,6893,23449.626215
1555.0,8141,23457.892697
515.0,3126,23460.723751
525.0,3153,23463.592133
1235.0,7229,23471.503156
915.0,3797,23474.92327
490.0,3679,23478.105726
575.0,2903,23480.641071
1385.0,6301,23502.023884
570.0,4357,23505.988522
545.0,3401,23509.059954
775.0,3137,23511.902519
525.0,3073,23516.17348
560.0,3742,23519.488022
860.0,4607,23523.604399
550.0,3592,23526.957902
805.0,3237,23529.785179
1085.0,6017,23535.190778
600.0,2973,23537.837477
975.0,3719,23541.170785
1295.0,6401,23548.546994
1150.0,6607,23554.404504
455.0,2801,23556.926347
355.0,2341,23559.083698
515.0,3655,23562.465596
300.0,2923,23565.183537
600.0,4057,23568.831864
600.0,4379,23573.151618
715.0,4941,23579.248649
1300.0,6445,23585.297768
350.0,3213,23588.267964
465.0,2619,23590.602129
200.0,1773,23592.189478
315.0,2715,23611.983171
520.0,3440,23615.037206
180.0,2111,23616.960817
1760.0,8805,23625.222981
1375.0,7402,23631.740351
820.0,5013,23636.378573
1040.0,7483,23644.695788
525.0,3303,23647.690278
865.0,5417,23652.487456
745.0,5313,23657.298193
520.0,3449,23660.297165
600.0,3785,23663.782085
525.0,3783,23667.220882
1325.0,7149,23675.206148
770.0,4440,23679.163702
1325.0,6941,23685.069436
520.0,3603,23688.427154
385.0,3073,23691.276142
1070.0,7143,23698.069126
645.0,2420,23700.273465
515.0,3697,23705.198297
775.0,4077,23720.903002
1175.0,7296,23727.531144
570.0,4347,23731.35709
1275.0,7641,23739.420245
410.0,2551,23741.847216
325.0,2220,23743.956857
1205.0,7609,23750.583379
525.0,3242,23753.501843
510.0,3611,23756.677168
545.0,3109,23759.407422
540.0,3974,23763.014927
435.0,2985,23767.221794
600.0,3373,23770.215299
410.0,3797,23773.62207
1045.0,6209,23779.207274
575.0,3244,23782.042557
515.0,3115,23784.756958
985.0,6495,23790.658049
975.0,7983,23799.097895
480.0,2981,23801.817477
860.0,3103,23804.852242
1175.0,7473,23811.478866
550.0,3749,23833.906918
800.0,4459,23837.719593
1320.0,7399,23844.400409
1295.0,7527,23851.101632
1160.0,5911,23856.42313
1305.0,6259,23863.596565
770.0,5389,23868.417552
905.0,6381,23874.122985
570.0,3699,23877.438411
545.0,3745,23880.789579
450.0,2765,23883.405846
665.0,3647,23886.749086
570.0,3623,23891.362242
575.0,3595,23894.513737
480.0,4063,23898.156562
600.0,3613,23901.327223
885.0,5857,23906.534395
570.0,3328,23909.684177
715.0,3773,23912.955403
540.0,3527,23916.085379
525.0,3093,23918.894759
570.0,4481,23924.191522
685.0,3355,23927.169687
500.0,3305,23946.875261
730.0,3839,23950.602826
855.0,6012,23957.332801
600.0,3461,23960.386809
1125.0,5563,23965.320114
745.0,3635,23968.519849
570.0,4246,23972.310457
745.0,4565,23976.461251
945.0,6799,23982.669037
545.0,3636,23987.739847
545.0,3021,23990.418041
1700.0,8947,23998.446432
540.0,3389,24001.393143
1390.0,6106,24007.003048
525.0,2848,24009.488874
545.0,2633,24011.83732
875.0,5849,24018.497974
515.0,2993,24021.425881
540.0,3671,24024.692344
515.0,3157,24027.490431
545.0,3763,24030.922038
970.0,6763,24036.984385
1405.0,6967,24057.461292
950.0,3379,24060.521959
495.0,3329,24063.493618
1325.0,6842,24069.802686
850.0,6411,24075.570213
740.0,4281,24080.875947
880.0,5407,24086.304018
945.0,4431,24090.594539
665.0,4701,24094.701277
800.0,4381,24098.71521
545.0,3450,24101.913139
555.0,3365,24105.142134
525.0,3503,24108.288141
545.0,2625,24112.08224
570.0,3329,24115.018163
515.0,3017,24117.826208
515.0,2721,24120.295845
930.0,5189,24125.078096
580.0,3732,24128.50499
300.0,2934,24131.207364
1090.0,7045,24137.536374
630.0,3969,24142.481141
1325.0,8359,24149.993514
525.0,3385,24173.508663
1290.0,7691,24180.765234
360.0,2495,24182.976542
470.0,2913,24185.709018
885.0,4237,24189.977434
605.0,4155,24193.642284
540.0,3595,24196.854206
605.0,3875,24200.298304
800.0,3949,24205.264415
630.0,4007,24208.927246
1295.0,8231,24216.239806
495.0,3733,24219.749931
545.0,2782,24222.203247
810.0,5997,24227.663959
1200.0,7723,24234.521784
915.0,3681,24239.082435
545.0,2981,24241.751361
685.0,2747,24244.308852
570.0,3685,24247.6235
670.0,3905,24251.000906
1330.0,7335,24257.589746
600.0,3817,24260.826089
545.0,3543,24264.061926
350.0,2719,24280.640714
340.0,2613,24283.051713
485.0,3641,24286.320014
570.0,3966,24289.842548
600.0,3831,24293.534552
435.0,2113,24295.477669
605.0,3273,24299.785276
600.0,4173,24303.442163
370.0,2697,24305.944144
545.0,3678,24309.597379
545.0,3255,24312.534019
1150.0,8603,24320.18828
600.0,4081,24323.783343
575.0,3893,24327.443568
705.0,4587,24332.972845
385.0,2474,24335.196223
600.0,3257,24338.199248
1235.0,6795,24344.292195
1000.0,4573,24348.470849
1185.0,5635,24353.508019
545.0,3724,24356.922729
340.0,2245,24359.028825
570.0,3921,24363.964646
1690.0,7221,24370.681075
1230.0,5949,24387.629289
320.0,2065,24389.6558
775.0,3509,24394.287604
660.0,2611,24396.697544
515.0,3656,24400.266455
600.0,3757,24403.652122
510.0,2681,24406.118167
905.0,5295,24410.769552
1170.0,7574,24417.609001
470.0,3603,24420.811219
350.0,2561,24424.573668
800.0,3761,24427.95834
530.0,3185,24431.309643
520.0,3151,24434.199727
305.0,2553,24436.572023
720.0,4661,24440.811736
745.0,3468,24443.84594
850.0,4873,24448.204048
745.0,3429,24451.18042
545.0,3419,24454.314427
515.0,3487,24458.803791
1150.0,5609,24463.731265
1205.0,6709,24469.488722
500.0,3673,24472.756024
1310.0,8355,24480.110699
770.0,3898,24498.386842
545.0,3559,24501.492469
1145.0,7503,24508.720538
510.0,2959,24511.444249
775.0,3705,24514.756606
755.0,3593,24519.311461
800.0,4457,24523.14746
1200.0,6773,24529.146608
525.0,3393,24532.136071
570.0,3291,24535.098376
630.0,4509,24539.134663
380.0,3307,24542.047255
1545.0,6457,24548.253442
770.0,3967,24553.132356
965.0,5757,24558.296239
540.0,3451,24561.37245
815.0,5891,24566.686924
515.0,3738,24570.086047
540.0,3529,24573.267757
545.0,3441,24576.561401
670.0,3079,24579.294299
1365.0,6429,24586.402932
1180.0,7849,24613.254181
515.0,2912,24615.785144
800.0,2713,24618.187689
645.0,4753,24622.493799
1345.0,8333,24630.272095
570.0,3692,24633.561988
600.0,3705,24636.896525
545.0,3372,24639.986022
365.0,2348,24642.071255
1120.0,6589,24649.360864
715.0,4465,24653.337265
485.0,3921,24656.912332
545.0,3479,24660.11134
600.0,4085,24663.806069
1100.0,7723,24671.180045
600.0,4105,24676.298709
945.0,5631,24681.293027
590.0,2651,24683.653141
545.0,3273,24686.568427
545.0,3536,24689.775034
600.0,3065,24692.512647
915.0,5501,24697.698095
1375.0,7535,24704.430863
770.0,3649,24720.158905
1430.0,6432,24725.927402
540.0,4007,24729.854575
1145.0,7512,24736.559027
510.0,2711,24740.451081
770.0,3998,24743.953069
520.0,2928,24746.646924
2160.0,10713,24756.274658
545.0,3680,24759.822791
1200.0,7333,24766.344851
1115.0,6503,24773.447181
800.0,3695,24776.814422
525.0,3833,24780.275248
980.0,4871,24784.68007
570.0,3828,24788.542651
545.0,3950,24792.11134
740.0,3678,24795.380949
575.0,3622,24798.575963
570.0,3052,24802.651415
1325.0,7283,24809.074003
695.0,3725,24812.382512
920.0,5047,24833.397736
745.0,3280,24836.646343
550.0,3479,24839.7472
490.0,3599,24842.859659
525.0,4015,24846.481859
1175.0,6654,24852.359317
790.0,5295,24857.002426
745.0,3711,24860.351438
805.0,3713,24865.037226
1330.0,6965,24871.341486
460.0,3173,24874.208287
515.0,3029,24877.00112
600.0,3547,24880.215184
540.0,2988,24883.159893
1120.0,6631,24888.993061
1275.0,6305,24896.046792
1185.0,6494,24901.954618
775.0,3855,24905.456762
1140.0,7075,24912.307604
685.0,4921,24916.719392
1280.0,6647,24922.630182
1215.0,6385,24940.067183
575.0,3621,24943.388179
1355.0,6573,24949.350049
460.0,3471,24952.457211
785.0,4429,24956.443469
600.0,3621,24961.057672
515.0,3811,24964.567878
720.0,3613,24967.852174
550.0,3502,24971.029439
1185.0,6481,24976.914302
555.0,3453,24979.972754
500.0,3385,24982.96571
1120.0,6711,24990.483476
875.0,3939,24994.072333
740.0,3847,24997.595727
580.0,3482,25000.797115
1275.0,6987,25007.207748
545.0,4253,25011.076079
1175.0,7313,25017.642157
855.0,5015,25023.547143
600.0,4091,25027.283047
1210.0,6169,25049.285278
545.0,3210,25053.414534
470.0,3201,25056.342938
740.0,3579,25059.995365
580.0,3136,25062.872427
1065.0,7873,25070.002592
605.0,3093,25072.824422
575.0,4004,25076.368066
730.0,2851,25078.935314
545.0,3749,25083.633396
770.0,4421,25087.515255
500.0,3133,25090.386037
605.0,3949,25093.865832
920.0,5555,25098.805957
245.0,2265,25100.795606
1175.0,7277,25107.326116
370.0,2849,25109.935947
1100.0,5041,25115.824088
660.0,3991,25119.400411
600.0,3835,25122.986588
1205.0,7379,25129.666699
1180.0,6823,25135.709418
895.0,5771,25140.889287
985.0,6009,25161.886013
1090.0,6350,25167.901672
795.0,4605,25172.089456
600.0,3813,25175.586918
1070.0,7263,25183.406272
500.0,2865,25186.059448
775.0,3959,25189.576895
1175.0,7140,25196.205959
1235.0,6719,25202.177496
1265.0,7007,25210.042247
695.0,3563,25213.198184
570.0,3415,25216.360059
800.0,3969,25219.95404
575.0,2369,25222.085569
540.0,2967,25224.801232
470.0,3295,25227.80727
1375.0,7827,25234.817816
555.0,3295,25237.832441
250.0,1955,25241.007503
715.0,3754,25244.452448
600.0,3671,25247.743245
1635.0,9897,25273.408276
635.0,4557,25277.558229
515.0,3229,25280.630319
550.0,3358,25283.899848
600.0,3541,25287.15222
550.0,3127,25290.019723
575.0,3238,25292.93812
470.0,3089,25295.736884
570.0,3915,25299.378886
1345.0,6929,25307.156184
1190.0,6427,25312.939576
570.0,3173,25315.761584
415.0,3137,25318.627417
770.0,4028,25322.191151
740.0,3472,25325.410314
575.0,3399,25328.424901
545.0,3450,25331.598293
1285.0,7973,25340.192979
515.0,3333,25343.257223
705.0,3529,25346.446378
1175.0,8710,25354.244779
1120.0,7493,25361.09914
1350.0,7329,25385.567658
1515.0,8655,25393.929003
540.0,3563,25398.533363
525.0,3439,25401.679226
1200.0,6628,25407.541582
925.0,3073,25410.359554
1090.0,7329,25416.854711
515.0,3323,25419.942275
1175.0,8377,25428.976818
1310.0,7225,25435.712461
545.0,3173,25438.62726
945.0,3717,25441.924861
1025.0,6017,25447.515336
515.0,3759,25450.868051
1130.0,7337,25457.56071
570.0,3795,25462.305114
705.0,2897,25464.99392
525.0,4000,25468.64273
1095.0,5485,25473.642592
545.0,3537,25476.765554
575.0,3358,25497.431707
545.0,2686,25499.821211
1100.0,6627,25505.696037
545.0,4202,25509.857642
515.0,3255,25512.796926
645.0,4119,25516.502824
770.0,3273,25519.360817
1095.0,8481,25528.321847
1575.0,7478,25534.886301
1185.0,6086,25540.360357
770.0,3717,25543.58752
770.0,3844,25546.971684
730.0,3427,25550.281972
600.0,3337,25554.574305
605.0,3601,25557.880532
1430.0,6929,25563.982493
1175.0,7137,25570.371357
1130.0,6645,25576.267869
575.0,3905,25579.725153
1270.0,7195,25587.518745
880.0,5681,25605.112159
1100.0,5999,25610.466202
800.0,3035,25613.412394
745.0,2814,25617.514893
1160.0,5435,25622.379788
600.0,4115,25626.141051
520.0,4437,25630.145685
575.0,4247,25633.751639
600.0,3205,25636.670497
780.0,3831,25640.005754
800.0,4733,25644.619946
550.0,3772,25649.443582
740.0,3242,25652.319882
435.0,3695,25655.649044
1205.0,7255,25662.196375
600.0,3541,25665.294429
580.0,3102,25668.024348
550.0,3591,25671.196148
740.0,4673,25675.361585
670.0,2869,25677.981796
715.0,4559,25683.404133
1380.0,7225,25689.885858
515.0,3243,25692.747497
600.0,3287,25695.775757
545.0,2682,25698.17722
490.0,3243,25718.376375
830.0,4169,25722.552475
450.0,3025,25725.2345
515.0,4161,25728.960352
600.0,3659,25732.273309
570.0,4192,25736.048076
570.0,3533,25739.2659
775.0,3898,25744.11674
725.0,3568,25747.30788
1120.0,6793,25753.271604
1205.0,6635,25759.240783
520.0,3335,25762.201426
530.0,2934,25765.2222
570.0,3425,25768.319322
1345.0,7177,25776.102438
1210.0,7223,25782.545475
1145.0,7289,25789.098488
730.0,4269,25792.897241
600.0,3073,25795.842376
575.0,3779,25799.248797
755.0,4073,25802.938137
525.0,2976,25807.103483
600.0,3915,25810.638494
760.0,3969,25827.344702
600.0,4151,25831.016851
715.0,3583,25834.124387
540.0,3201,25838.372623
585.0,3684,25841.968199
1155.0,7213,25848.356998
320.0,2815,25850.955847
1205.0,6613,25857.030734
1115.0,5763,25862.149748
600.0,4201,25865.984695
685.0,3089,25870.10864
1095.0,6171,25875.610173
1095.0,6925,25881.818432
445.0,2731,25884.728847
525.0,3241,25887.748634
720.0,3645,25891.004336
575.0,2505,25893.24932
445.0,2518,25895.612678
545.0,3618,25900.198834
575.0,4759,25904.632448
525.0,3961,25908.240648
1035.0,6367,25913.804788
550.0,2988,25916.449383
600.0,4469,25920.456714
600.0,3847,25940.102814
755.0,3813,25943.316206
525.0,3359,25946.779884
550.0,3145,25949.636345
490.0,3365,25952.676644
1075.0,7691,25959.750017
570.0,3871,25964.511721
1370.0,7977,25971.617925
490.0,4451,25975.615754
570.0,3795,25978.918222
2570.0,14341,25991.909461
950.0,4303,25997.154964
430.0,3164,26000.067549
280.0,2423,26002.30041
570.0,3611,26005.777653
690.0,4723,26010.013813
740.0,3216,26012.860068
555.0,3171,26015.735009
525.0,3616,26019.028184
490.0,3495,26022.148912
570.0,4579,26027.748525
235.0,1557,26029.240141
600.0,3913,26032.669022
485.0,3377,26049.40063
800.0,4115,26053.026378
545.0,2554,26056.738671
600.0,3285,26059.753323
550.0,2977,26062.32083
1045.0,5021,26066.765403
775.0,3274,26069.759529
570.0,4061,26073.312744
600.0,3757,26076.701266
1070.0,6187,26082.222023
530.0,4562,26086.236686
515.0,3690,26090.960506
440.0,3308,26093.89323
415.0,2476,26096.074871
550.0,2917,26098.751244
610.0,3421,26101.761889
515.0,2912,26104.330372
545.0,3046,26107.026461
600.0,3333,26109.975672
545.0,3182,26112.966504
470.0,3457,26116.194736
545.0,2839,26120.081489
1175.0,7181,26126.84366
470.0,3443,26129.869973
485.0,3137,26132.683672
575.0,3628,26135.843197
775.0,3816,26139.329738
1375.0,6218,26159.092549
1145.0,5435,26163.930533
1100.0,5953,26169.606978
545.0,3260,26172.554982
575.0,4195,26176.28948
570.0,3833,26179.702689
800.0,3753,26184.454294
570.0,3523,26187.629889
575.0,3685,26190.932588
570.0,3063,26193.590572
70.0,1119,26194.587074
770.0,4141,26198.318839
720.0,4915,26202.740196
800.0,3449,26205.765053
960.0,3706,26209.150224
555.0,3260,26212.115752
515.0,3761,26216.933401
720.0,3348,26219.930415
1535.0,8444,26227.549421
1150.0,6127,26233.075171
690.0,3775,26236.45037
545.0,4359,26240.389137
580.0,3426,26245.18503
545.0,4023,26248.929632
545.0,3030,26262.250101
800.0,4655,26266.199309
800.0,3795,26269.588126
715.0,3618,26272.804159
1530.0,7291,26280.999481
575.0,3344,26284.067568
555.0,3379,26287.142579
570.0,2995,26289.877052
390.0,2631,26292.158102
150.0,2397,26294.385796
570.0,4139,26298.107692
570.0,3744,26301.379956
540.0,3537,26304.517076
745.0,3415,26309.042611
600.0,3603,26312.282441
915.0,4752,26316.516837
360.0,2353,26318.727544
800.0,3123,26321.505648
740.0,3690,26324.788521
470.0,2339,26326.90388
755.0,4131,26330.63009
1175.0,7355,26337.182769
725.0,3502,26341.752317
610.0,3653,26344.95657
515.0,3168,26347.848742
490.0,3153,26350.62264
915.0,3339,26353.520106
545.0,3725,26370.855417
685.0,3345,26373.841497
575.0,3380,26376.82579
755.0,4557,26381.246305
640.0,4405,26385.211193
605.0,3607,26388.498823
230.0,1701,26390.096862
730.0,5255,26394.954381
200.0,1447,26396.459836
390.0,2323,26398.568485
775.0,4017,26403.807425
600.0,3815,26407.367064
570.0,3615,26410.594429
540.0,3280,26413.52199
515.0,3725,26416.800043
575.0,3498,26420.013976
545.0,2938,26422.600068
580.0,3391,26425.580734
635.0,3839,26429.073978
575.0,3390,26432.76366
515.0,3325,26435.747742
575.0,3368,26438.814705
545.0,3301,26441.719476
515.0,3583,26444.968649
525.0,3628,26449.625014
605.0,3331,26452.526709
740.0,3280,26455.496245
545.0,3251,26458.381284
690.0,3875,26461.924921
645.0,3089,26465.418645
600.0,3195,26478.998188
575.0,3861,26482.367151
945.0,4807,26487.070149
570.0,4075,26490.684959
575.0,3429,26493.776788
525.0,3446,26498.402905
555.0,3457,26501.561951
570.0,3617,26504.812863
500.0,3747,26508.265344
695.0,3217,26511.187912
875.0,5461,26515.930083
1800.0,10745,26525.495283
550.0,3194,26529.689325
1355.0,6763,26535.746756
500.0,3283,26538.785094
600.0,3329,26541.804883
1405.0,7523,26548.468034
1185.0,7571,26555.114613
1185.0,6905,26562.8275
570.0,4271,26566.685693
440.0,3203,26569.538255
750.0,3120,26585.019909
1280.0,6537,26592.53844
525.0,3281,26595.525932
695.0,3573,26598.793298
430.0,3535,26601.99207
460.0,2377,26604.191602
465.0,2977,26607.079399
745.0,3221,26610.006693
495.0,3055,26612.754792
685.0,3599,26615.898784
520.0,3701,26619.264236
515.0,3785,26623.960287
1610.0,8309,26631.401618
500.0,3323,26634.375879
715.0,3045,26637.246115
545.0,2849,26639.862048
1290.0,6541,26645.80346
1190.0,6151,26651.335342
580.0,3349,26655.74858
805.0,3829,26659.193864
490.0,3929,26662.660668
770.0,3657,26665.907769
605.0,3641,26669.102087
530.0,2908,26671.741008
965.0,6102,26677.182646
575.0,4025,26694.575969
1100.0,7239,26701.208175
540.0,3101,26703.971432
640.0,3709,26707.347554
1245.0,5778,26712.458873
600.0,3901,26717.391588
525.0,4465,26721.443017
1065.0,6409,26727.424102
570.0,3327,26730.445651
540.0,3959,26733.923033
555.0,2512,26736.211814
550.0,2967,26738.848747
600.0,2957,26741.509239
510.0,3231,26744.429775
575.0,3967,26749.329558
1265.0,6423,26755.290958
595.0,3242,26758.305132
1925.0,9561,26767.082782
1205.0,7713,26773.956896
1275.0,7189,26781.930148
525.0,3351,26784.940885
1100.0,6779,26803.872032
730.0,3463,26806.966589
575.0,3895,26811.890803
490.0,3825,26815.610931
550.0,3209,26818.632157
575.0,3173,26821.512845
655.0,3043,26824.294691
515.0,4051,26827.95716
800.0,4327,26831.779993
490.0,3313,26834.794985
1145.0,5972,26840.739763
575.0,4022,26845.300382
605.0,3477,26848.690639
1435.0,8701,26856.461027
605.0,3317,26859.608466
545.0,2817,26862.140576
1230.0,7675,26868.982416
545.0,3216,26873.195676
2140.0,11953,26883.947297
425.0,3931,26887.49932
515.0,3636,26890.853938
945.0,3725,26894.259091
575.0,4602,26911.090159
445.0,3867,26914.48728
1370.0,6805,26920.770998
500.0,3373,26923.727105
665.0,3201,26926.605688
575.0,3977,26930.318448
540.0,3648,26933.793705
545.0,2988,26937.833306
1205.0,6282,26943.416422
545.0,3709,26946.744547
545.0,3611,26949.990562
715.0,3125,26952.747031
570.0,3571,26955.854057
550.0,4099,26959.469859
840.0,4747,26963.690342
515.0,3972,26969.029219
570.0,3329,26972.074223
600.0,3509,26975.092811
440.0,4125,26978.854681
545.0,2790,26981.304065
1230.0,5645,26986.312218
600.0,3697,26989.578019
525.0,3068,26992.30992
515.0,3757,26995.776263
545.0,3715,27000.509211
555.0,3452,27003.623047
575.0,3847,27020.71277
545.0,3053,27023.472557
440.0,3429,27026.837046
575.0,4331,27032.029469
550.0,2962,27034.691584
570.0,3929,27038.207974
740.0,3147,27041.017517
740.0,3187,27043.809642
555.0,3481,27046.984372
600.0,3825,27050.288262
745.0,3408,27053.449371
550.0,3265,27056.491602
600.0,2797,27058.945706
495.0,3913,27063.909678
525.0,3168,27066.832692
545.0,3505,27070.064361
630.0,4479,27073.926013
1070.0,6969,27080.108685
500.0,3431,27083.141212
570.0,3556,27086.72406
550.0,3193,27089.561768
325.0,2586,27093.365433
550.0,3745,27096.706029
600.0,3125,27099.457755
600.0,3665,27102.801621
755.0,4727,27107.06061
545.0,3813,27110.426333
715.0,3534,27113.633042
525.0,3893,27132.409911
1100.0,6737,27138.333863
1180.0,7293,27145.062507
1090.0,7175,27151.437044
1275.0,6627,27158.72738
575.0,3809,27162.333576
1200.0,6629,27168.085561
575.0,3416,27171.253341
600.0,3587,27174.352294
440.0,3349,27177.370792
575.0,3229,27180.307612
1205.0,7946,27188.87402
1430.0,6111,27194.314082
575.0,3345,27197.30783
545.0,3376,27200.367044
515.0,3506,27203.451287
605.0,2893,27206.332557
810.0,4191,27210.086396
490.0,2933,27212.726784
600.0,4199,27216.422854
775.0,4063,27221.514075
470.0,3051,27224.236876
515.0,3294,27262.944252
1030.0,5453,27276.278821
1520.0,7051,27290.128687
755.0,4005,27297.826371
1035.0,6587,27312.613021
555.0,3570,27319.921691
1180.0,7525,27327.725664
1295.0,7447,27334.705455
600.0,3377,27337.677542
1865.0,10835,27348.739463
390.0,2557,27351.025815
570.0,2774,27353.521063
1865.0,9083,27361.643945
950.0,5853,27366.940397
600.0,3615,27370.188169
665.0,3973,27375.061999
1230.0,8039,27382.0895
