,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_target_kl,params_vf_coef,state
57,57,-inf,2025-02-02 22:16:51.506619,2025-02-02 22:16:51.534927,0 days 00:00:00.028308,tanh,157,0.21414531836832323,0.0005219208805598965,0.9016480394899447,0.9911792242924469,9.575693753345106e-05,2.389186159799184,5,73,small,0.02116826926868555,0.8665933817143977,COMPLETE
58,58,-inf,2025-02-02 22:16:51.535655,2025-02-02 22:16:51.563206,0 days 00:00:00.027551,relu,205,0.12170628395822825,0.0078074297720276435,0.9437653745062478,0.9132493553556855,0.00017409683340745535,1.9271871724559064,6,156,tiny,0.07462441146951117,0.5733787649880183,COMPLETE
59,59,-inf,2025-02-02 22:16:51.563952,2025-02-02 22:16:51.591328,0 days 00:00:00.027376,tanh,137,0.23824325048326925,0.002692134937236423,0.8283598685601072,0.9223392902371647,0.0001328212768343439,3.7498528844440178,4,137,small,0.05240916869403976,0.6032567794503998,COMPLETE
60,60,-inf,2025-02-02 22:16:51.592018,2025-02-02 22:16:51.620446,0 days 00:00:00.028428,tanh,249,0.25920800304612096,0.00138010579795083,0.8550779161361478,0.9530550500146179,1.934358056242295e-05,4.065238234985834,2,178,small,0.039079628189329696,0.7357331709622159,COMPLETE
61,61,-inf,2025-02-02 22:16:51.621171,2025-02-02 22:16:51.649523,0 days 00:00:00.028352,tanh,233,0.1322039159915728,0.005653461885412199,0.8812904663785655,0.9667966263521605,0.0006024717677500597,1.7144866025339875,5,64,small,0.14785120941007698,0.6846429593807708,COMPLETE
62,62,-inf,2025-02-02 22:16:51.650376,2025-02-02 22:16:51.678071,0 days 00:00:00.027695,tanh,254,0.1587394588023246,0.009820294933365621,0.9327118531357532,0.9635056055382318,0.0003676936651249603,0.8673148065445815,8,40,small,0.13194900063884812,0.6309014079836384,COMPLETE
63,63,-inf,2025-02-02 22:16:51.678798,2025-02-02 22:16:51.706576,0 days 00:00:00.027778,tanh,114,0.2936058493355829,0.003822643887119684,0.9123984322096662,0.9408656161104874,0.0009655128185869777,3.4834073691608944,7,198,small,0.1696735072044908,0.7146409190858191,COMPLETE
64,64,-inf,2025-02-02 22:16:51.707353,2025-02-02 22:16:51.735304,0 days 00:00:00.027951,tanh,175,0.13684445013606983,0.00041162858547992283,0.9237328813475414,0.9721056741624531,0.0004840727644164021,1.5196380580586055,6,84,small,0.11377373915260855,0.7459370137294852,COMPLETE
65,65,-inf,2025-02-02 22:16:51.736070,2025-02-02 22:16:51.765884,0 days 00:00:00.029814,relu,223,0.27715244916613907,0.00799456359716404,0.9001277152945629,0.9451111345546626,7.331108927299467e-05,2.8313635271421234,5,243,tiny,0.18481969686600083,0.6601025709029202,COMPLETE
66,66,-inf,2025-02-02 22:16:51.766546,2025-02-02 22:16:51.794771,0 days 00:00:00.028225,tanh,234,0.2500389413964859,0.005249984465532778,0.8880575324611345,0.9544576548561197,0.00023394419649042678,1.0947583573023514,7,20,small,0.1551365312990296,0.6778219966034557,COMPLETE
67,67,-inf,2025-02-02 22:16:51.795624,2025-02-02 22:16:51.826132,0 days 00:00:00.030508,tanh,147,0.22829242954691517,0.0001734741456709593,0.979840792371241,0.985386033583615,0.0006976888982399615,3.2067384930758647,6,158,small,0.16415997168538557,0.7821485359833246,COMPLETE
68,68,-inf,2025-02-02 22:16:51.826811,2025-02-02 22:16:51.855616,0 days 00:00:00.028805,relu,124,0.11979965651547307,0.001022542002200405,0.8335296785878158,0.9605007863533293,0.0003007649940658715,2.676646896609551,8,44,tiny,0.09621433091173134,0.883946782901359,COMPLETE
