,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_target_kl,params_vf_coef,user_attrs_gamma,state
15,15,461.9810824,2025-02-12 10:30:57.582713,2025-02-12 10:31:27.894587,0 days 00:00:30.311874,tanh,9,0.2287191383355273,0.035714119101186416,0.9656308551098635,0.9515629893171761,0.0005658333499289051,4.619300367964976,8,10,small,0.03814113752241789,0.49225585601869043,0.9515629893171761,COMPLETE
16,16,-650.399061,2025-02-12 10:31:27.896246,2025-02-12 10:31:51.636719,0 days 00:00:23.740473,tanh,12,0.18866555887881184,0.035344498169047854,0.9831704577748063,0.9337860700458139,6.888627564610115e-05,3.643962593770987,5,8,tiny,0.013780034635391828,0.15303914165050408,0.9337860700458139,COMPLETE
17,17,-88.6468227,2025-02-12 10:31:51.638432,2025-02-12 10:32:20.079966,0 days 00:00:28.441534,tanh,9,0.13757901938314546,0.006322986547240928,0.9993253633786501,0.909053219467047,0.0005926108291792384,4.993143180999722,8,11,small,0.0872624138733774,0.5796435843364486,0.909053219467047,COMPLETE
18,18,329.03576059999995,2025-02-12 10:32:20.081924,2025-02-12 10:32:45.290658,0 days 00:00:25.208734,relu,11,0.12822208961484066,0.0024100343287778727,0.8647784415061042,0.9254215192955084,0.0002506292621449376,4.356838841097368,4,9,tiny,0.18119078880029268,0.3788114263973281,0.9254215192955084,COMPLETE
19,19,545.7685346999999,2025-02-12 10:32:45.293061,2025-02-12 10:33:08.972670,0 days 00:00:23.679609,tanh,12,0.22179905578847836,0.09511782866830697,0.9220493278055547,0.9378825473347054,0.00017007798169749812,3.171351457081827,6,10,small,0.03620034242942114,0.7364575782799186,0.9378825473347054,COMPLETE
20,20,360.2080113,2025-02-12 10:33:08.974656,2025-02-12 10:33:46.113924,0 days 00:00:37.139268,tanh,8,0.26410978348543845,0.09485007868517042,0.8041171159449283,0.9401885333305043,8.768268154749543e-05,2.304548066448621,6,12,small,0.03414558508991043,0.7317743797510434,0.9401885333305043,COMPLETE
21,21,240.75556139999998,2025-02-12 10:33:46.116045,2025-02-12 10:34:09.291522,0 days 00:00:23.175477,tanh,12,0.22391815947642735,0.05698386596526711,0.9231316142484598,0.9597042070259343,0.00015816383076261773,3.2475119303058095,4,10,small,0.06435286913233512,0.5141521082219465,0.9597042070259343,COMPLETE
22,22,455.91940300000005,2025-02-12 10:34:09.293313,2025-02-12 10:34:38.061167,0 days 00:00:28.767854,tanh,12,0.1920154709682259,0.021863533793576462,0.8893955980035574,0.9420965430082642,0.00021708031384572534,3.795172953876505,8,9,small,0.04220746807806562,0.9504241617658485,0.9420965430082642,COMPLETE
23,23,384.19037879999996,2025-02-12 10:34:38.062802,2025-02-12 10:35:05.450828,0 days 00:00:27.388026,tanh,11,0.24798821017750533,0.010904353996277137,0.946109937290401,0.9112751357047555,0.0005693734446099787,2.7836110564105336,9,10,small,0.029970830459134568,0.6828976935804116,0.9112751357047555,COMPLETE
24,24,246.97810169999997,2025-02-12 10:35:05.452591,2025-02-12 10:35:31.719322,0 days 00:00:26.266731,tanh,10,0.2073518402054433,0.030672517223798268,0.9123562845527279,0.9269309104122366,9.718939287669864e-05,3.9246338297502112,6,11,small,0.06587439716381499,0.8589266201969463,0.9269309104122366,COMPLETE
25,25,408.36754959999996,2025-02-12 10:35:31.720943,2025-02-12 10:35:57.016044,0 days 00:00:25.295101,tanh,12,0.1704253611282326,0.0590493926325159,0.9269735030280862,0.9659352791160948,0.0003945259961208782,1.5607081880129035,3,9,small,0.0107126887704068,0.40263246529366503,0.9659352791160948,COMPLETE
26,26,-75.2619211,2025-02-12 10:35:57.018459,2025-02-12 10:36:19.139345,0 days 00:00:22.120886,relu,11,0.2846605942486323,0.09766564202303596,0.9708041471778796,0.9505497299803904,4.7905450789218965e-05,4.587857349863113,5,8,tiny,0.04825787544760797,0.6104270765146196,0.9505497299803904,COMPLETE
27,27,425.4910054,2025-02-12 10:36:19.141055,2025-02-12 10:36:45.099029,0 days 00:00:25.957974,tanh,12,0.22029560419009875,0.052509001445716116,0.9535429278695984,0.934306242152315,0.00018050725875202203,3.0295575018076253,4,10,small,0.11129740661754622,0.7422202151082352,0.934306242152315,COMPLETE
28,28,368.1673936,2025-02-12 10:36:45.100970,2025-02-12 10:37:11.395407,0 days 00:00:26.294437,tanh,11,0.241120073221873,0.012145682535634004,0.8931619571160068,0.9227268589234047,0.0006937857851528732,3.972120073072759,10,9,tiny,0.03180248204123822,0.2866663974180957,0.9227268589234047,COMPLETE
29,29,35.18843389999999,2025-02-12 10:37:11.397083,2025-02-12 10:37:39.381037,0 days 00:00:27.983954,relu,10,0.17002875466905626,0.024451853876051335,0.9147529421057364,0.9821400093119181,0.00012445355888785013,4.554182826812762,9,11,small,0.12989866987731852,0.5183330716481105,0.9821400093119181,COMPLETE
30,30,404.82292880000006,2025-02-12 10:37:39.382787,2025-02-12 10:38:07.609927,0 days 00:00:28.227140,tanh,10,0.11534905238407168,0.00023548434607105275,0.8752305204569162,0.9084781586989013,0.0002982612825105566,1.1374676561043886,8,10,small,0.09652187253389563,0.7552562311131984,0.9084781586989013,COMPLETE
31,31,530.1147633,2025-02-12 10:38:07.611668,2025-02-12 10:38:37.979132,0 days 00:00:30.367464,tanh,9,0.23445628979388972,0.03616476133983236,0.9641546683488663,0.9494714078039185,0.00046154583060608543,0.5584009362319207,9,10,small,0.025090791339835557,0.47807460373479976,0.9494714078039185,COMPLETE
32,32,503.9258567,2025-02-12 10:38:37.980866,2025-02-12 10:39:09.269291,0 days 00:00:31.288425,tanh,9,0.1994049834038723,0.05449965172788211,0.9829685532062489,0.9570685359007549,0.00045541676492156293,1.1142116622174467,9,10,small,0.025497730831178587,0.4553200870916097,0.9570685359007549,COMPLETE
33,33,485.6873101,2025-02-12 10:39:09.271002,2025-02-12 10:39:44.104137,0 days 00:00:34.833135,tanh,8,0.25741160084536724,0.028498228332393228,0.9385789764709592,0.9995380384214578,0.0007157141601328369,2.344306795421006,10,11,small,0.021839190055678248,0.23782451938821805,0.9995380384214578,COMPLETE
